image_name_x,response,full_response,face_type,orientation,prompt_style,img_key,image_name_y,correct_emotion,correct
matrixfaces6.jpg,joy,"joy, Most individuals in the image display expressions that include smiles or open mouths in a way that traditionally indicates laughter or happiness. No individuals are showing clear signs of negative emotions such as frowning, scowling, or tears which typically denote anger, sadness, or fear. This presence of smiles and the overall relaxed demeanor suggest the group is experiencing joy.",matrixed,inverted,explanation,matrixfaces6,matrixfaces6,sadness,False
matrixfaces7.jpg,neutral,"neutral, The individuals in the image mostly have expressions that do not strongly convey traditional signals of emotions such as joy, sadness, anger, or fear. Their faces appear calm and the expressions can be primarily seen as blank or impassive, suggesting a neutral emotional state.",matrixed,inverted,explanation,matrixfaces7,matrixfaces7,neutral,True
matrixfaces8.jpg,joy,"joy, Several individuals in the images are exhibiting wide smiles and expressions related to happiness. The upside-down orientation enhances the perceptual effect of their faces appearing joyous, characterized by the visible teeth and bright eyes of most of the subjects. The overall atmosphere suggested by these expressions leans heavily towards a mood of merriment or amusement.",matrixed,inverted,explanation,matrixfaces8,matrixfaces8,joy,True
matrixfaces9.jpg,joy,"joy, The people in the image consistently show wide smiles and expressions of mirth, which are characteristic of joy. None display expressions of sadness, anger, fear, disgust, or surprise, which would manifest differently through frowning, furrowed brows, open mouths in surprise, or scrunched faces in disgust. Their relaxed, happy facial features suggest they are experiencing joy.",matrixed,inverted,explanation,matrixfaces9,matrixfaces9,disgust,False
matrixfaces1.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces1,matrixfaces1,joy,True
matrixfaces10.jpg,surprise,surprise,matrixed,inverted,no_explanation,matrixfaces10,matrixfaces10,neutral,False
matrixfaces11.jpg,neutral,neutral,matrixed,inverted,no_explanation,matrixfaces11,matrixfaces11,sadness,False
matrixfaces12.jpg,neutral,neutral,matrixed,inverted,no_explanation,matrixfaces12,matrixfaces12,anger,False
matrixfaces13.jpg,surprise,surprise,matrixed,inverted,no_explanation,matrixfaces13,matrixfaces13,surprise,True
matrixfaces14.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces14,matrixfaces14,joy,True
matrixfaces15.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces15,matrixfaces15,fear,False
matrixfaces16.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces16,matrixfaces16,disgust,False
matrixfaces17.jpg,neutral,neutral,matrixed,inverted,no_explanation,matrixfaces17,matrixfaces17,neutral,True
matrixfaces18.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces18,matrixfaces18,fear,False
matrixfaces19.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces19,matrixfaces19,anger,False
matrixfaces2.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces2,matrixfaces2,disgust,False
matrixfaces20.jpg,neutral,neutral,matrixed,inverted,no_explanation,matrixfaces20,matrixfaces20,sadness,False
matrixfaces3.jpg,surprise,surprise,matrixed,inverted,no_explanation,matrixfaces3,matrixfaces3,fear,False
matrixfaces4.jpg,neutral,neutral,matrixed,inverted,no_explanation,matrixfaces4,matrixfaces4,anger,False
matrixfaces5.jpg,surprise,surprise,matrixed,inverted,no_explanation,matrixfaces5,matrixfaces5,surprise,True
matrixfaces6.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces6,matrixfaces6,sadness,False
matrixfaces7.jpg,neutral,neutral,matrixed,inverted,no_explanation,matrixfaces7,matrixfaces7,neutral,True
matrixfaces8.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces8,matrixfaces8,joy,True
matrixfaces9.jpg,joy,joy,matrixed,inverted,no_explanation,matrixfaces9,matrixfaces9,disgust,False
matrixfaces1.jpg,neutral,"neutral, The individuals displayed in the image show a variety of expressions which include joy, anger, disgust, fear, and surprise. However, three participants in this selection appear with neutral expressions (bottom row, second from left; second row, second from right; top row, fourth from left), which suggests neutrality when considering average expressions across the entire group. Most of the exaggerated expressions such as joy and fear balance out with less emotive or flat expressions, making 'neutral' a fitting average categorization.",matrixed,upright,explanation,matrixfaces1,matrixfaces1,joy,False
matrixfaces10.jpg,neutral,"neutral, The individuals in the images are displaying a variety of emotions, including surprise, joy, disgust, and neutrality. However, the bottom row middle image presents a neutral expression, where the individual shows no clear signs of emotion like happiness, sadness, or anger. Given the variability in the emotions and the challenge of averaging discrete expressions, the choice of ""neutral"" as the average is grounded in the observation that, across the board, any high-impact expressions are counterbalanced by less intense or neutral ones. Thus, selecting ""neutral"" factors in a kind of emotional equilibrium from the array of expressions shown.",matrixed,upright,explanation,matrixfaces10,matrixfaces10,neutral,True
matrixfaces11.jpg,neutral,"neutral, Most individuals in the image display expressions that are largely composed and not exhibiting any strong emotional indicators such as smiling, frowning deeply, or showing signs of distress. Their faces are relatively relaxed, depicting a calm or neutral demeanor.",matrixed,upright,explanation,matrixfaces11,matrixfaces11,sadness,False
matrixfaces12.jpg,anger,"anger, The expressions on the faces of most individuals in the image show features typically associated with anger, such as frowns, furrowed brows, and tight lips. Each person's face communicates a strong sense of displeasure or irritation, which aligns with the typical indicators of anger.",matrixed,upright,explanation,matrixfaces12,matrixfaces12,anger,True
matrixfaces13.jpg,surprise,"surprise, The individuals in the image display facial expressions commonly associated with surprise, such as wide-open eyes and open mouths, which are typical indicators of shock or sudden astonishment. Nearly all featured persons have their eyebrows raised and eyes widened, which aligns closely with the facial cues for this emotion.",matrixed,upright,explanation,matrixfaces13,matrixfaces13,surprise,True
matrixfaces14.jpg,joy,"joy, Most individuals in the image are smiling broadly, some showing their teeth, which usually indicates happiness or joy. Their facial expressions do not exhibit signs of any negative emotions like anger, sadness, or disgust. Most eyes are slightly crinkled, and the overall atmosphere indicated by their expressions is one of positivity and light-heartedness.",matrixed,upright,explanation,matrixfaces14,matrixfaces14,joy,True
matrixfaces15.jpg,surprise,"surprise, The individuals in the image display wide eyes and raised eyebrows, typical indicators of surprise. Their expressions do not predominantly show signs of other emotions like joy or anger, making surprise the most apparent general emotion among the group.",matrixed,upright,explanation,matrixfaces15,matrixfaces15,fear,False
matrixfaces16.jpg,disgust,"disgust, The general facial expressions exhibited by the individuals in this image include furrowed brows, frowns, and scrunched up noses, which are typical indicators of disgust. Most of the expressions are intense and pointedly convey a strong sense of aversion, which aligns with the emotion of disgust.",matrixed,upright,explanation,matrixfaces16,matrixfaces16,disgust,True
matrixfaces17.jpg,neutral,"neutral, The people in the image primarily exhibit neutral facial expressions, showing no significant signs of emotions such as joy, sadness, anger, disgust, fear, or surprise. Their facial features are composed and relaxed, with little to no expression, which aligns with a neutral emotional state.",matrixed,upright,explanation,matrixfaces17,matrixfaces17,neutral,True
matrixfaces18.jpg,surprise,"surprise, The majority of the individuals in the images have their eyes wide open, eyebrows raised, and mouths open in various formations that convey shock or astonishment. These facial expressions are typically associated with surprise.",matrixed,upright,explanation,matrixfaces18,matrixfaces18,fear,False
matrixfaces19.jpg,surprise,"surprise, The group displays a variety of facial expressions, but a common theme among several individuals is the widened eyes and open mouths, characteristics typically associated with surprise. This can be seen explicitly in the second and third individuals in the first row, the second individual in the second row, and the first individual in the third row. These expressions suggest a sudden or shocking stimulus, aligning with the emotion of surprise.",matrixed,upright,explanation,matrixfaces19,matrixfaces19,anger,False
matrixfaces2.jpg,neutral,"neutral, Although this image collage includes a variety of expressed emotions such as joy, anger, and surprise, several faces, such as the second face in the top row and the last face in the second row, are exhibiting neutral expressions. When considering the average emotion across the group, these neutral expressions, along with a few others across the grid that are mild or ambiguous in emotion, tend to balance out the more distinctly expressed emotions. Thus, the average emotion appears to be ""neutral.""",matrixed,upright,explanation,matrixfaces2,matrixfaces2,disgust,False
matrixfaces20.jpg,neutral,"neutral, The individuals in the image display mild to moderate emotional expressions, but these do not distinctly lean towards any highly charged emotion such as joy, anger, or fear. Most faces exhibit subtle facial movements that could indicate mild displeasure or sadness, yet they predominantly maintain a relatively neutral baseline, without apparent smiles, grimaces, or other strong indicators of specific emotions. Overall, the facial expressions collectively are closest to a neutral state, characterized by a degree of emotional restraint or very subdued affect.",matrixed,upright,explanation,matrixfaces20,matrixfaces20,sadness,False
matrixfaces3.jpg,surprise,"surprise, The individuals in the images display a variety of facial expressions, however, several of them are showing wide eyes, raised eyebrows, and open mouths, which are typical indicators of surprise. This suggests that surprise is a prevalent emotion among the group. Moreover, the expressions overall tend to lean towards exaggerated and sudden reactions rather than subtle or muted emotions, further confirming surprise as the dominant mood.",matrixed,upright,explanation,matrixfaces3,matrixfaces3,fear,False
matrixfaces4.jpg,neutral,"neutral, The majority of the people in the images have expressions that can be interpreted as neutral, showing no strong evidence of intense emotions like joy, sadness, anger, or fear. Although some individuals display slight smiles or frowns, the overall demeanor across the group does not strongly suggest any other specific emotion. Thus, neutral is the most representative average emotion for this group.",matrixed,upright,explanation,matrixfaces4,matrixfaces4,anger,False
matrixfaces5.jpg,surprise,"surprise, The predominant expressions across the individuals in the image seem to indicate a state of surprise. Several people have wide eyes and mouths open in an 'O' shape, which are typical indicators of surprise. This expression is seen in several images throughout the grid, suggesting that it is the most common emotional state among the group.",matrixed,upright,explanation,matrixfaces5,matrixfaces5,surprise,True
matrixfaces6.jpg,neutral,"neutral, The individuals in the image display a range of emotions including surprise, joy, anger, sadness, and fear. However, several are showing neutral expressions devoid of strong emotional display, characterized by relaxed faces and a lack of intense facial expressions typically associated with other emotions. This suggests that on balance, the group's average emotional state is neutral.",matrixed,upright,explanation,matrixfaces6,matrixfaces6,sadness,False
matrixfaces7.jpg,neutral,"neutral, The majority of the people in the image have expressions that appear calm and controlled without clear signs of strong emotions such as joy, sadness, fear, or anger. Their faces are mostly expressionless, indicating a neutral state.",matrixed,upright,explanation,matrixfaces7,matrixfaces7,neutral,True
matrixfaces8.jpg,joy,"joy, The majority of the individuals in the images are displaying smiles and positive facial expressions that generally indicate happiness or joy. There is visible openness in their expressions with visible teeth, relaxed eyes, and generally uplifted facial features which commonly associate with the emotion of joy. Several people are showing wide grins and laughing expressions which further supports this observation.",matrixed,upright,explanation,matrixfaces8,matrixfaces8,joy,True
matrixfaces9.jpg,neutral,"neutral, The majority of individuals displayed in this grid of images showcase a variety of emotions, including joy, disgust, and anger. However, discerning an average emotion from such varied expressions leans towards neutral as no single emotion dominantly overtakes others, and there are several neutral expressions influencing the overall mood.",matrixed,upright,explanation,matrixfaces9,matrixfaces9,disgust,False
matrixfaces1.jpg,joy,joy,matrixed,upright,no_explanation,matrixfaces1,matrixfaces1,joy,True
matrixfaces10.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces10,matrixfaces10,neutral,True
matrixfaces11.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces11,matrixfaces11,sadness,False
matrixfaces12.jpg,anger,anger,matrixed,upright,no_explanation,matrixfaces12,matrixfaces12,anger,True
matrixfaces13.jpg,surprise,surprise,matrixed,upright,no_explanation,matrixfaces13,matrixfaces13,surprise,True
matrixfaces14.jpg,joy,joy,matrixed,upright,no_explanation,matrixfaces14,matrixfaces14,joy,True
matrixfaces15.jpg,surprise,surprise,matrixed,upright,no_explanation,matrixfaces15,matrixfaces15,fear,False
matrixfaces16.jpg,disgust,disgust,matrixed,upright,no_explanation,matrixfaces16,matrixfaces16,disgust,True
matrixfaces17.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces17,matrixfaces17,neutral,True
matrixfaces18.jpg,surprise,surprise,matrixed,upright,no_explanation,matrixfaces18,matrixfaces18,fear,False
matrixfaces19.jpg,surprise,surprise,matrixed,upright,no_explanation,matrixfaces19,matrixfaces19,anger,False
matrixfaces2.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces2,matrixfaces2,disgust,False
matrixfaces20.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces20,matrixfaces20,sadness,False
matrixfaces3.jpg,surprise,surprise,matrixed,upright,no_explanation,matrixfaces3,matrixfaces3,fear,False
matrixfaces4.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces4,matrixfaces4,anger,False
matrixfaces5.jpg,surprise,surprise,matrixed,upright,no_explanation,matrixfaces5,matrixfaces5,surprise,True
matrixfaces6.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces6,matrixfaces6,sadness,False
matrixfaces7.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces7,matrixfaces7,neutral,True
matrixfaces8.jpg,joy,joy,matrixed,upright,no_explanation,matrixfaces8,matrixfaces8,joy,True
matrixfaces9.jpg,neutral,neutral,matrixed,upright,no_explanation,matrixfaces9,matrixfaces9,disgust,False
ad_7885.jpg,neutral,"neutral, The person's expression lacks prominent features of emotions like joy, sadness, or anger. The facial muscles are relaxed, her eyes are simply open without significant widening or squinting, and her mouth is closed in a natural position without downturn or upturn. This indicates a neutral emotional state.",individual,inverted,explanation,ad_7885,ad_7885.jpg,neutral,True
ad_7950.jpg,joy,"joy, The person's face shows signs typical of happiness or joy, such as a wide smile and slightly squinted eyes. The overall expression seems lively and cheerful, indicating a joyful emotion.",individual,inverted,explanation,ad_7950,ad_7950.jpg,joy,True
ad_8397.jpg,surprise,"surprise, The person has wide open eyes and a slightly open mouth, which are common indicators of surprise. The expression appears to be one of unexpectedness or astonishment.",individual,inverted,explanation,ad_8397,ad_8397.jpg,surprise,True
ad_8432.jpg,surprise,"surprise, The person's wide eyes and open mouth suggest a state of surprise or shock. This expression typically indicates an unexpected or astonishing event has occurred.",individual,inverted,explanation,ad_8432,ad_8432.jpg,fear,False
ad_8595.jpg,neutral,"neutral, The person's facial expression does not prominently display any strong indicators of emotions such as happiness, sadness, anger, surprise, disgust, fear, or others. Their facial features are relaxed without any considerable tension or exaggerated movements around the eyes or mouth, typically associated with specific emotions.",individual,inverted,explanation,ad_8595,ad_8595.jpg,sadness,False
ad_9681.jpg,neutral,"neutral, The person appears to have a very calm and composed expression with no strong emotional indicators such as frowning, wide eyes, or a particular set of facial tension that would suggest specific emotions like anger, joy, or sadness. The eyebrows are slightly furrowed which can sometimes indicate confusion or concentration, but they are not significantly contorted to suggest a discernible emotion clearly.",individual,inverted,explanation,ad_9681,ad_9681.jpg,anger,False
ag_0011.jpg,neutral,"neutral, The person's facial expression displays no significant indicators of happiness, sadness, anger, surprise, or any other strong emotion. The eyes and mouth are relaxed, suggesting a calm or neutral state.",individual,inverted,explanation,ag_0011,ag_0011.jpg,neutral,True
ag_0086.jpg,joy,"joy, The person has a wide smile which typically indicates happiness or joy; their eyes are slightly squinted which often happens when someone is smiling genuinely.",individual,inverted,explanation,ag_0086,ag_0086.jpg,joy,True
ag_0283.jpg,neutral,"neutral, The person's facial expression lacks strong indicators of emotions such as anger, joy, sadness, disgust, fear, or surprise. The face is calm with a subtle closed mouth, and the eyes are calm without significant widening or squinting which often accompany strong expressions of emotion. This leads to the interpretation of a neutral emotional state.",individual,inverted,explanation,ag_0283,ag_0283.jpg,surprise,False
ag_0424.jpg,joy,"joy, The person is showing a broad smile, visible upper teeth, and a relaxed, cheerful expression, which generally indicates happiness or joy.",individual,inverted,explanation,ag_0424,ag_0424.jpg,fear,False
ag_0666.jpg,neutral,"neutral, The person's facial expression is calm and does not exhibit strong emotions such as anger, joy, or sadness. The eyebrows are relaxed and the mouth is slightly open without a frown or smile, suggesting a state of neutrality.",individual,inverted,explanation,ag_0666,ag_0666.jpg,disgust,False
ag_1314.jpg,anger,"anger, The person appears to have a furrowed brow and slightly narrowed eyes, which commonly indicate feelings of anger or irritation.",individual,inverted,explanation,ag_1314,ag_1314.jpg,anger,True
ag_1460.jpg,neutral,"neutral, The individual's expression appears relatively calm and composed without any significant markers of strong emotions such as raised eyebrows, furrowed brows, or a smile. The eyes and mouth display a neutral alignment, typical for expressions that denote neither specific distress nor particular happiness. Thus, the overall appearance suggests a neutral emotional state.",individual,inverted,explanation,ag_1460,ag_1460.jpg,sadness,False
dc_0014.jpg,surprise,"surprise, The person's eyes are wide open and his eyebrows are raised, which commonly indicate surprise. There is a noticeable alertness in his expression that aligns with a typical surprised reaction.",individual,inverted,explanation,dc_0014,dc_0014.jpg,neutral,False
dc_0139.jpg,joy,"joy, The person appears to be smiling broadly with his teeth visible, and his eyes are slightly squinted, which commonly indicates happiness or amusement. The overall expression looks relaxed and cheerful, typical of someone experiencing joy.",individual,inverted,explanation,dc_0139,dc_0139.jpg,joy,True
dc_0272.jpg,surprise,"surprise, The person has wide-open eyes and raised eyebrows which are typical facial expressions indicating surprise.",individual,inverted,explanation,dc_0272,dc_0272.jpg,surprise,True
dc_0616.jpg,disgust,"disgust, The person's facial expression shows a scrunched nose and downturned lips which are common indicators of the emotion of disgust. The forehead is also wrinkled, and the eyes are sharply narrowed, reinforcing this interpretation.",individual,inverted,explanation,dc_0616,dc_0616.jpg,disgust,True
dc_0952.jpg,surprise,"surprise, The person in the image has wide open eyes and a slightly open mouth which are common facial expressions associated with surprise. The raised eyebrows and the overall openness of the face further support this interpretation of the emotion.",individual,inverted,explanation,dc_0952,dc_0952.jpg,fear,False
dc_1317.jpg,surprise,"surprise, The person has wide-open eyes and slightly raised eyebrows, which typically indicate a state of surprise or shock. The facial expression doesn’t show signs of anger, sadness, or joy but rather an unexpected or astonishing reaction.",individual,inverted,explanation,dc_1317,dc_1317.jpg,anger,False
dc_1399.jpg,surprise,"surprise, The person has wide-open eyes and raised eyebrows, which are typical indicators of surprise. The mouth is also slightly open, reinforcing the expression of being caught off guard or astonished. The overall facial expression and the orientation of the face (upside down) add to the unusual and surprising element of the image.",individual,inverted,explanation,dc_1399,dc_1399.jpg,sadness,False
hw_0006.jpg,neutral,"neutral, The person in the image has an expression with minimal to undetectable emotional cues. There is no substantial evidence of a smile, frown, or any exaggerated facial movement that typically accompanies emotions like joy, sadness, anger, or surprise.",individual,inverted,explanation,hw_0006,hw_0006.jpg,neutral,True
hw_0068.jpg,joy,"joy, The person is smiling broadly which typically signifies happiness or joy. The eyes appear slightly squinted and the eyebrows are relaxed, which are common indicators of genuine pleasure or amusement.",individual,inverted,explanation,hw_0068,hw_0068.jpg,joy,True
hw_0452.jpg,anger,"anger, The person appears to have a furrowed brow and narrowed eyes, which are common facial expressions associated with anger. The mouth is slightly downturned and the overall facial expression seems tense, supporting the interpretation of anger.",individual,inverted,explanation,hw_0452,hw_0452.jpg,disgust,False
hw_1612.jpg,neutral,"neutral, The person's expression does not show clear signs of any intense emotion such as anger, joy, sadness, or fear. The facial features such as the brow and mouth position are relatively relaxed, suggesting a neutral emotional state.",individual,inverted,explanation,hw_1612,hw_1612.jpg,anger,False
hw_2057.jpg,surprise,"surprise, The person's eyes are wide open and his mouth is agape, which are common facial expressions associated with surprise. The eyebrows are raised and the overall expression indicates a momentary reaction, typical of being surprised.",individual,inverted,explanation,hw_2057,hw_2057.jpg,surprise,True
hw_2219.jpg,neutral,"neutral, The person in the image displays a relatively calm facial expression with no strong indicators of specific emotions like happiness, sadness, anger, or fear. The eyes are open and alert, the mouth is slightly downturned without clear signs of frowning or smiling, and the overall expression is relatively flat.",individual,inverted,explanation,hw_2219,hw_2219.jpg,fear,False
hw_2478.jpg,neutral,"neutral, The person's facial expression does not display strong indicators of emotions like anger, surprise, disgust, joy, fear, or sadness. The eyebrows and mouth are in a relaxed position, which typically corresponds with a neutral emotional state.",individual,inverted,explanation,hw_2478,hw_2478.jpg,sadness,False
jg_0024.jpg,joy,"joy, The person is displaying a broad smile and his eyes are slightly squinted, features commonly associated with happiness or amusement. The expression suggests he is experiencing a positive emotion, indicating joy.",individual,inverted,explanation,jg_0024,jg_0024.jpg,joy,True
jg_0134.jpg,disgust,"disgust, The person's facial expression, characterized by a pronounced wrinkling of the nose and the lowering of the eyebrows in a frown, suggests an emotion of disgust or distaste.",individual,inverted,explanation,jg_0134,jg_0134.jpg,disgust,True
jg_1226.jpg,neutral,"neutral, The person in the image has a calm and relaxed facial expression. There are no pronounced features of emotions such as raised eyebrows, frowning, or a wide smile. His mouth is slightly closed and his eyes are steady, not widely opened or tightly shut, which typically indicates a neutral emotional state.",individual,inverted,explanation,jg_1226,jg_1226.jpg,neutral,True
jg_1329.jpg,surprise,"surprise, The person's eyes are wide open and his mouth is slightly agape, which are common facial expressions associated with surprise. This startled look, along with raised eyebrows, supports the interpretation that he is experiencing surprise.",individual,inverted,explanation,jg_1329,jg_1329.jpg,surprise,True
jg_1465.jpg,surprise,"surprise, The person's wide-open eyes and slightly open mouth are common facial expressions associated with surprise. The eyebrows are raised and arched, which typically indicates a heightened state of surprise or shock.",individual,inverted,explanation,jg_1465,jg_1465.jpg,fear,False
jg_1632.jpg,neutral,"neutral, The person's facial expression lacks strong emotional indicators such as a distinct smile, frown, or wide eyes. The muscles around the face, including the lips and eyebrows, are relaxed and do not convey a specific emotional state, suggesting a neutral expression.",individual,inverted,explanation,jg_1632,jg_1632.jpg,sadness,False
jg_2291.jpg,neutral,"neutral, The person has a subdued facial expression with no obvious signs of significant emotional engagement such as raised eyebrows, frowning, or smiling. The mouth is closed and slightly upturned, but without the pronounced movements typically associated with more specific emotions like joy or anger.",individual,inverted,explanation,jg_2291,jg_2291.jpg,anger,False
js_0008.jpg,neutral,"neutral, The person has a relaxed facial expression with no significant markers of strong emotions such as furrowed brows, wide eyes, or a pronounced smile or frown. The mouth is slightly open in a natural, calm manner and the eyebrows are in a neutral position, neither raised nor drawn together.",individual,inverted,explanation,js_0008,js_0008.jpg,neutral,True
js_0281.jpg,joy,"joy, The person appears to be smiling and showing teeth in a way that typically indicates happiness or amusement. The eyes seem slightly squinted and the overall facial expression conveys a positive emotion.",individual,inverted,explanation,js_0281,js_0281.jpg,joy,True
js_0744.jpg,anger,"anger, The person's eyebrows are furrowed and eyes are glaring, which are typical indicators of anger. The mouth is also pursed in a manner that suggests displeasure or frustration.",individual,inverted,explanation,js_0744,js_0744.jpg,disgust,False
js_1601.jpg,joy,"joy, The person's facial expression includes a smile, slightly raised eyebrows, and a general positive demeanor, which aligns with an expression of joy or happiness.",individual,inverted,explanation,js_1601,js_1601.jpg,fear,False
js_2296.jpg,surprise,"surprise, The person has wide eyes and slightly raised eyebrows, which often indicates surprise. The open eyes and focused gaze are typical markers of this emotion.",individual,inverted,explanation,js_2296,js_2296.jpg,anger,False
js_2987.jpg,neutral,"neutral, The person appears to have a relatively calm and non-expressive facial expression. There are no prominent indicators such as a frown, smile, raised eyebrows, or widened eyes that would signify a specific emotion like sadness, joy, or fear. The face looks relaxed, and the eyes and mouth maintain a natural, unstressed position, corresponding to a neutral emotional state.",individual,inverted,explanation,js_2987,js_2987.jpg,sadness,False
ka_0003.jpg,neutral,"neutral, The person's facial expression is calm with no pronounced indicators of any specific emotions such as happiness, sadness, or anger. The eyes and mouth are relaxed and there is no tension visible in the face that would suggest another emotional state.",individual,inverted,explanation,ka_0003,ka_0003.jpg,neutral,True
ka_0043.jpg,joy,"joy, The person is shown with a wide smile and eyes slightly crinkled in a typical expression of happiness or amusement, which are common indicators of joy.",individual,inverted,explanation,ka_0043,ka_0043.jpg,joy,True
