image_name,response,full_response
JG_1226.jpg,neutral,"neutral, The person's facial expression does not display strong emotions and appears calm. The eyebrows are relaxed, and the mouth is slightly closed without a smile, frown, or other expressive features that typically indicate specific emotions like joy, anger, or sadness."
JG_1329.jpg,surprise,"surprise, The person's eyes are wide open and their eyebrows are raised, which are common facial expressions associated with surprise. The mouth is slightly open in a manner that suggests an unexpected or startling moment."
JG_1465.jpg,surprise,"surprise, The person appears to have wide eyes and a slightly open mouth, which are common indicators of surprise. The eyebrows are raised, and the overall facial expression conveys a startled or amazed reaction."
JG_1632.jpg,neutral,"neutral, The person's expression does not clearly indicate strong emotions such as anger, joy, fear, or disgust. The eyebrows are slightly raised, but the rest of the facial features, like the mouth and eyes, maintain a calm disposition without clear signs of other specific emotions mentioned."
JG_2291.jpg,surprise,"surprise, The person appears to have wide-open eyes and slightly raised eyebrows, which commonly indicate a state of surprise. The open mouth and overall expression enhance the sense of unexpectedness or astonishment."
JS_0008.jpg,neutral,"neutral, The person's facial expression does not display strong indicators of any specific emotion such as joy, sadness, anger, etc. The eyebrows and mouth are relatively relaxed, leading to a generally neutral appearance."
JS_0281.jpg,joy,"joy, The person appears to be smiling broadly, displaying teeth, and the eyes are slightly crinkled in a typical expression associated with laughter or happiness. This expression suggests they are experiencing a moment of joy."
JS_0449.jpg,neutral,"neutral, The person appears to have a calm and relaxed facial expression without any intense visible emotions, such as smiling, frowning, or showing signs of distress, which correlates with a neutral emotional state."
JS_0744.jpg,anger,"anger, The person's eyebrows are furrowed and the eyes are glaring, which are common indicators of anger. The lips are tightly pressed together, further suggesting feelings of irritation or annoyance."
JS_1601.jpg,neutral,"neutral, The person's facial expression does not exhibit strong indicators of the listed emotions such as anger, sadness, joy, etc. The eyes and mouth appear relaxed and there is no significant furrowing of the brows or other dramatic changes that would suggest intense feelings. Thus, the expression can be classified as neutral."
JS_2296.jpg,neutral,"neutral, The person in the image has a facial expression that does not strongly convey any distinct emotions such as happiness, sadness, anger, or fear. The facial features such as the eyes and mouth are in a relaxed state, which typically corresponds to a neutral emotion."
JS_2987.jpg,neutral,"neutral, The person's facial expression does not strongly convey any specific emotion such as joy, sadness, fear, or surprise. The face looks calm and the features are relaxed, suggesting a neutral emotional state."
KA_0003.jpg,neutral,"neutral, The person in the image has a relaxed facial expression with no clear signs of strong emotions. The eyebrows are neutral and not furrowed or raised, the eyes are open normally without widening or squinting, and the mouth is closed in a neutral position without downturned corners or a smile."
KA_0043.jpg,joy,"joy, The person appears to be smiling broadly, showing his teeth in a typical expression of happiness or amusement."
KA_0535.jpg,disgust,"disgust, The person’s face is scrunched with eyebrows drawn together and lips turned downward, which typically reflect a strong feeling of aversion or displeasure, indicative of the emotion disgust."
KA_0884.jpg,surprise,"surprise, The person's eyes are wide open and their eyebrows are raised, typical indicators of surprise. The slightly open mouth also supports this interpretation of their emotion."
KA_1134.jpg,joy,"joy, The person is smiling broadly, and their eyes are wide open, suggesting a feeling of happiness or amusement."
KA_1616.jpg,neutral,"neutral, The person's facial features, such as the mouth and eyes, display a relaxed and calm expression without any clear signs of intense emotions like anger, surprise, or joy. The eyebrows are neither furrowed nor raised, which usually indicates a neutral emotional state."
KA_2396.jpg,neutral,"neutral, The person in the image doesn't display any significant signs of emotional expression such as smiling, frowning, or grimacing. The eyebrows are relaxed and the mouth is slightly open without curving upwards or downwards, which typically indicates a neutral emotional state."
KL_0024.jpg,neutral,"neutral, The person's facial expression shows no strong emotion; their mouth is slightly frowning and their eyebrows are relaxed, suggesting a calm or neutral state."
KL_0092.jpg,joy,"joy, The person appears to be smiling broadly with visible teeth and the eyes are slightly squinted which generally indicates happiness or amusement."
KL_0324.jpg,surprise,"surprise, The person's eyes are wide open and eyebrows raised which typically indicate surprise."
KL_0697.jpg,disgust,"disgust, The person's face shows a strong grimace with the eyebrows drawn together tightly and the mouth scrunched. The eyes are slightly squinted and there is clear tension visible in the facial muscles, commonly associated with expressions of disgust."
KL_0900.jpg,neutral,"neutral, The person's expression does not show strong indications of any intense emotions such as joy, sadness, or fear. Her facial features are relaxed, her mouth is closed in a neutral position, and her eyes do not convey a specific emotional state, which collectively suggest a neutral emotional state."
KL_1182.jpg,surprise,"surprise, The person's eyes are wide open and eyebrows are raised, which are common facial expressions associated with surprise."
KL_1438.jpg,surprise,"surprise, The person appears to have raised eyebrows and wide eyes which are common nonverbal cues associated with surprise. The mouth is slightly open in an unusual manner which also supports the expression of surprise."
KM_0017.jpg,neutral,"neutral, The person's facial features do not exhibit strong indications of any particular emotion; the expression appears calm and composed, with neutral positioning of the eyebrows and a relaxed mouth."
KM_0137.jpg,joy,"joy, The person is displaying a wide smile and his eyes are lightly crinkled, which typically signify happiness or amusement. These facial expressions are commonly associated with the emotion of joy."
KM_0620.jpg,neutral,"neutral, The person's facial expression displays limited emotion, with a relaxed brow and mouth, and an overall calm appearance that does not strongly convey any specific emotional state."
KM_1295.jpg,neutral,"neutral, The person's facial expression does not display strong emotions or signs typically associated with feelings such as happiness, sadness, anger, or fear. The eyebrows are relaxed and there's no significant curvature of the lips or creasing around the eyes to indicate a specific emotion."
KM_1583.jpg,neutral,"neutral, The person's expression lacks significant indicators of emotion; there is no visible smile, frown, or furrowed brow that typically accompanies emotions like joy, sadness, or anger. The eyes and mouth are relatively relaxed, contributing to an overall neutral expression."
KM_1797.jpg,surprise,"surprise, The person has wide-open eyes and a slightly open mouth, which are common indicators of surprise. The facial expression does not show signs of fear or happiness, which supports the conclusion that the emotion being displayed is surprise."
KM_1980.jpg,surprise,"surprise, The person appears to have wide-open eyes and slightly parted lips, typical indicators of surprise. The raised eyebrows and overall expression of the eyes intensify the impression of being surprised or startled."
KO_0031.jpg,neutral,"neutral, The person's facial expression does not strongly convey any of the emotions listed (anger, surprise, disgust, joy, fear, sadness). The eyes and mouth are relaxed, which generally indicates a state of neutral emotion."
KO_0251.jpg,neutral,"neutral, The person's facial expression does not prominently indicate strong emotions such as joy, sadness, anger, or fear. Their mouth is slightly downturned, and the eyes are looking directly forward without significant widening or squinting, contributing to a calm or neutral expression."
KO_0277.jpg,joy,"joy, The person is smiling broadly with teeth visible and eyes slightly crinkled, which are common indicators of happiness or joy."
KO_0484.jpg,joy,"joy, The person appears to be smiling broadly with their eyes slightly squinted and eyebrows relaxed, which are common indicators of happiness or joy."
KO_0624.jpg,surprise,"surprise, The person's wide eyes and slightly open mouth suggest a state of surprise or mild shock. This type of expression is often associated with unexpected events or discoveries."
KO_0665.jpg,neutral,"neutral, The person shows a slight frown and minimal engagement of expressive facial muscles. There is a lack of distinct facial indicators that typically accompany emotions such as joy (smiling), anger (furrowed brows), or sadness (down-turned mouth). The facial expression here does not clearly convey a strong emotion, which characterizes a neutral state."
KO_1082.jpg,neutral,"neutral, The person in the image does not show notable signs of strong emotional expressions like anger, joy, or sadness. The facial expression mainly appears calm and unemotional, which aligns with a neutral state."
KP_0051.jpg,joy,"joy, The person appears to be smiling broadly with their mouth open, showing their teeth in a manner that typically indicates happiness or amusement. Their eyes are slightly squinted with visible crow’s feet, which often accompany a genuine smile. The overall expression seems joyful and playful."
KP_0082.jpg,neutral,"neutral, The person's facial expression doesn't strongly convey emotions like joy, sadness, anger, or fear. The person's mouth is slightly open, and the eyebrows are relaxed, not drawn together or raised, which typically indicates a neutral state."
KP_0225.jpg,surprise,"surprise, The person's eyes are widened and the mouth is open in a typical expression of surprise, indicating a sudden, unexpected event causing this reaction."
KP_0351.jpg,disgust,"disgust, The person appears to have a wrinkled nose and a slightly furrowed brow, which are common facial expressions associated with the emotion of disgust. The downturned mouth further supports this interpretation."
KP_0760.jpg,neutral,"neutral, The person's facial expression does not show strong signs of any specific emotion such as joy, sadness, or anger. The eyebrows are relaxed, and the mouth is slightly downturned but does not convey a particular emotional state strongly, suggesting a more neutral expression."
KP_0991.jpg,neutral,"neutral, The person in the image has a calm expression with no strong signs of any particular emotion. Their mouth is slightly open and they are looking directly at the camera, but there are no visible indicators of emotions such as joy, sadness, anger, or fear. Their facial features are relaxed, suggesting a neutral state."
KP_1148.jpg,joy,"joy, The person appears to have a wide smile with visible teeth, and the eyes somewhat squinted, which are common facial expressions associated with happiness or joy."
KS_0252.jpg,surprise,"surprise, The person has wide-open eyes and slightly raised eyebrows, which commonly indicate surprise. Additionally, the mouth is open in a way that typically signifies shock or unexpectedness."
KS_0624.jpg,surprise,"surprise, The person has wide open eyes and a slightly open mouth, which are common facial expressions associated with surprise."
KS_0993.jpg,disgust,"disgust, The person appears to have their eyebrows furrowed and the corners of the mouth pulled back, which are common facial expressions associated with disgust. Additionally, the overall facial muscle tension supports this interpretation."
KS_2052.jpg,neutral,"neutral, The person appears to have a calm face without any clear signs of strong emotions such as joy, anger, or sadness. The eyebrows are relaxed, and the lips maintain a natural, mild position, not tilted or puckered in any manner which would signify a specific emotional reaction."
KS_2161.jpg,neutral,"Neutral, The person's facial expression does not display strong indications of emotions such as happiness, sadness, anger, or fear. The eyebrows and mouth are relaxed, and the overall demeanor appears calm and composed."
KS_3640.jpg,neutral,"neutral, The person has a very mild expression with no clear indicators of strong emotions such as joy, sadness, fear, or anger. Her eyes and mouth are fairly relaxed, suggesting a neutral state rather than an emotional reaction."
KS_4222.jpg,neutral,"neutral, The person's expression does not clearly display strong emotions such as joy, sadness, anger, fear, disgust, or surprise. The eyebrows are relaxed, and the mouth is slightly downturned but not intensely so, which typically suggests a neutral state."
MB_0026.jpg,neutral,"neutral, The person has a calm and composed facial expression with no significant markers of strong emotions. The eyes and mouth do not show signs of tension or exaggerated expressions that typically characterize emotions such as joy, anger, or sadness."
MB_0048.jpg,joy,"joy, The person is smiling broadly, which typically indicates a state of happiness or joy. Their eyes are also slightly crinkled and their overall facial expression suggests a positive emotion."
MB_0400.jpg,surprise,"surprise, The person's eyes are wide open and mouth is slightly parted, which are common indicators of surprise. The eyebrows are raised, which further supports the expression of surprise rather than other emotions."
MB_1031.jpg,surprise,"surprise, The person's eyes are wide open and their mouth is slightly agape, both of which are common indicators of a surprised expression. Additionally, the eyebrows are raised, which typically enhances the appearance of surprise."
MB_1210.jpg,surprise,"surprise, The person has wide-open eyes and slightly raised eyebrows, expressions commonly associated with surprise. The upside-down view adds to the unusual and unexpected aspect, which can often lead to a surprised reaction."
MB_2133.jpg,disgust,"disgust, The person is displaying a frown, narrowed eyes, and a slightly wrinkled nose, which are common facial expressions associated with disgust."
MB_2362.jpg,neutral,"neutral, The person's facial expression is fairly composed with no strong indicators of emotions such as joy, sadness, or anger. The mouth is slightly pursed and the eyebrows are relaxed, contributing to an overall neutral appearance."
MG_0330.jpg,joy,"Joy, The person appears to be smiling and his eyes are slightly squinted, which typically indicate happiness or amusement. The overall facial expression suggests a relaxed and joyful demeanor."
MG_0345.jpg,neutral,"neutral, The person appears to have a calm and relaxed facial expression without any strong indications of emotions such as happiness, sadness, anger, or fear. His eyes and mouth are in a neutral position, suggesting no particular emotional state."
MG_0754.jpg,neutral,"neutral, The person does not display any obvious signs of emotions such as happiness, sadness, anger, or fear. Their facial expression appears relaxed with no exaggerated expressions or prominent frowning, and their eyes also do not show clear signs of any emotion."
MG_0850.jpg,surprise,"surprise, The person's eyebrows are raised, and his eyes are wide open, which commonly indicate surprise. The slight opening of the mouth furthers the appearance of a surprised expression."
MG_0928.jpg,joy,"joy, The person appears to be smiling and his eyes are slightly squinted, which typically indicate happiness or amusement. The overall facial expression suggests that he is experiencing joy."
MG_1069.jpg,surprise,"surprise, The person's eyes are widely open, and his eyebrows are raised, which are common facial expressions associated with surprise. Additionally, the slightly open mouth can also indicate a moment of unexpectedness or astonishment."
MG_1280.jpg,surprise,"surprise, The person's wide eyes and slightly dropped jaw typically signify surprise. This facial expression often occurs in response to unexpected events, suggesting a moment of sudden astonishment or shock."
MG_1317.JPG,surprise,"surprise, The person's eyes are wide open and the eyebrows are raised high on the forehead, typical facial expressions associated with surprise. Additionally, the slightly open mouth further supports the indication of a surprise emotion."
MJ_0066.jpg,joy,"joy, The person appears to be smiling broadly with the corners of their mouth turned upwards and their eyes slightly crinkled, which are common indicators of happiness or joy. Additionally, the overall expression seems relaxed and cheerful."
MJ_0152.jpg,neutral,"neutral, The person appears to have a calm expression with no obvious indicators of strong emotions such as anger, surprise, disgust, joy, fear, or sadness. The facial features are relaxed, and there isn't a pronounced change in the eyebrows, eyes, or mouth that typically accompanies more explicit emotions."
MJ_0271.jpg,surprise,"surprise, The person's eyes are wide open, and the eyebrows are raised high, which are typical facial expressions associated with surprise. The mouth is slightly open in an unconventional manner, which also suggests an element of surprise or astonishment."
MJ_0332.jpg,surprise,"surprise, The person appears to have wide-open eyes and slightly raised eyebrows, which typically indicate a state of surprise or shock. The mouth is slightly open in an unusual manner, further suggesting an unexpected or astonishing moment rather than other emotions."
MJ_0346.jpg,neutral,"neutral, The person has a composed expression with no clear signs of strong emotions such as happiness, sadness, or anger. Facial features such as the eyebrows and lips appear relaxed and do not convey any distinct emotional state."
MJ_0370.jpg,disgust,"disgust, The person's facial expression includes a scrunched face with a slightly upwards-curled lip and narrowed eyes, which are common indications of disgust."
MJ_0484.jpg,neutral,"neutral, The person’s face exhibits no strong emotional expression; the eyebrows are relaxed and the mouth is slightly downturned in a more neutral, non-expressive manner."
MK1_0007.jpg,neutral,"neutral, The person shows a relaxed facial expression without any significant signs of strong emotions such as furrowed brows, wide eyes, or a pronounced mouth position. The individual appears calm with slight upturns at the corners of the mouth, which also do not clearly indicate happiness or any other strong emotion."
MK1_0087.jpg,joy,"joy, The person has a broad smile, showing teeth, and her eyes are slightly squinting, which are common indicators of happiness or joy."
MK1_0411.jpg,sadness,"sadness, The person has furrowed brows, downturned corners of the mouth, and slightly closed eyes which typically express sadness or discontent."
MK1_0461.jpg,neutral,"neutral, The person's facial expression shows no strong emotions such as happiness, sadness, anger, or fear. The eyebrows are relaxed, and the mouth is closed without any significant downturn or smile, indicating a neutral emotional state."
MK1_0746.jpg,surprise,"surprise, The person's eyes are wide open and the eyebrows are raised, which are common indicators of surprise. Additionally, the mouth is slightly open, contributing to the overall expression of being startled or surprised."
MK1_1427.jpg,surprise,"surprise, The person has wide eyes and an open mouth, which are common facial expressions associated with surprise. These features, along with the raised eyebrows, suggest that the individual is experiencing an unexpected event or reaction."
MK1_1982.jpg,neutral,"neutral, The person's facial expression does not show strong indicators of emotion such as furrowed brows, wide eyes, or mouth curvature that would suggest something other than a neutral state. The lips are slightly parted and the eyes are relatively calm, lacking any significant display of emotion."
MK_0001.jpg,neutral,"neutral, The person in the image has very subtle facial expressions that do not strongly convey any specific emotions like joy, anger, or sadness. His facial features such as relaxed eyebrows and a mild, non-distinctive mouth position suggest a neutral emotional state."
MK_0040.jpg,joy,"joy, The person appears to have a big smile on their face, and their eyes look bright and engaged, suggesting they are experiencing happiness or joy."
MK_0173.jpg,neutral,"neutral, The person's facial features, such as the relaxed eyebrows and mouth, and the lack of overt emotional expressions, suggest a neutral emotion."
MK_0255.jpg,surprise,"surprise, The person appears to have wide eyes and slightly raised eyebrows, a common expression seen when someone is surprised or shocked. The mouth is slightly open, further conveying an element of surprise or astonishment."
MK_0306.jpg,neutral,"neutral, The person's expression does not display strong indicators of emotions such as happiness, sadness, anger, or fear. His mouth is slightly pursed and his eyes are open wide, but these features generally suggest a calm or neutral state rather than a specific emotional reaction."
MK_0364.jpg,surprise,"surprise, The person has wide eyes and slightly raised eyebrows, which are typical indicators of surprise. The overall expression lacks signs of negative emotions such as anger or fear, making surprise the most fitting choice."
MK_0496.jpg,neutral,"neutral, The person's facial expression does not display strong indications of emotions such as happiness, sadness, anger, or fear. The face appears relaxed with a slight frown, typical for a neutral expression where no particular emotion is intensely expressed."
MR1_0006.jpg,surprise,"Surprise, The person has wide eyes and raised eyebrows, which typically indicate a state of surprise or astonishment."
MR1_0132.jpg,joy,"joy, The person appears to be smiling broadly, showing teeth which is typically indicative of happiness or joy. The eyes are slightly wrinkled at the corners, which often corresponds to a genuine smile."
MR1_0821.jpg,neutral,"neutral, The person's facial expression does not display strong signs of any intense emotions like joy, anger, or sadness. Their eyes and mouth are relatively calm and relaxed, suggesting a neutral state."
MR1_1199.jpg,anger,"anger, The person has a furrowed brow and a frowning mouth, displaying tightness around their eyes and visible tension in their face which are common indicators of anger."
MR1_1418.jpg,surprise,"surprise, The person appears to have wide eyes and slightly raised eyebrows, characteristics usually associated with surprise. Their mouth is slightly open in a way that reinforces the expression of astonishment or unexpectedness."
MR1_1519.jpg,surprise,"surprise, The person appears to have wide, open eyes and raised eyebrows, which are typical indicators of surprise. The slight parting of the lips also supports this interpretation."
MR1_1802.jpg,surprise,"surprise, The person appears to have wide open eyes and slightly raised eyebrows, which are common indicators of surprise. The expression seems to reflect a sudden engagement or unexpectedness, typical of this emotion."
MR2_0014.jpg,neutral,"neutral, The person’s facial expression does not show strong indicators of emotions such as happiness, sadness, anger, or surprise. His mouth is closed in a natural position and his eyes are open and calm, contributing to an overall neutral appearance."
MR2_0063.jpg,disgust,"disgust, The person appears to have a scrunched up face and eyebrows pulled together. The expression around the upper face indicates a response typically associated with revulsion or distaste, which suggests the emotion of disgust."
MR2_0580.jpg,surprise,"surprise, The person appears to have wide-open eyes and slightly raised eyebrows, which are typical indicators of surprise. His mouth is also partially open, enhancing the expression of being taken aback or shocked."
MR2_0896.jpg,neutral,"neutral, The person appears to have a calm facial expression with no distinct signs of strong emotions such as anger, joy, or sadness. His eyes are open and looking directly ahead, and his eyebrows are relaxed, indicating a lack of emotional agitation or surprise."
MR2_1290.jpg,disgust,"disgust, The person appears to have a scrunched-up face with lowered eyebrows and a frown, which typically indicates a strong reaction of disgust. The eyes are somewhat narrowed and the nose is wrinkled, further suggesting this emotional state."
MR2_1829.jpg,surprise,"surprise, The person appears to have eyes wide open and brows raised, which are typical indicators of surprise. The overall expression suggests an unexpected or startling situation."
MR2_2086.jpg,neutral,"neutral, The person's facial expression does not strongly convey any of the specific emotions listed. The eyebrows are relaxed, the eyes are open normally without showing signs of particular emotions like fear or surprise, and the mouth is slightly downturned but not enough to suggest sadness or disgust. Overall, the expression appears calm and unemotional."
MR_0013.jpg,neutral,"neutral, The person's facial expression does not strongly indicate any of the given emotions such as anger, surprise, disgust, joy, fear, or sadness. The expression appears calm and composed with a slight frown, possibly due to concentration or discomfort from the upside-down position, but it does not clearly convey a specific emotion."
MR_0055.jpg,joy,"joy, The person appears to be smiling with their eyes lightly crinkled, which are common indicators of genuine happiness or amusement. The overall expression, although presented upside down, clearly resembles a joyful smile, which signifies pleasure or contentment."
MR_0619.jpg,surprise,"surprise, The person's eyes are wide open and the eyebrows are raised, which are typical indicators of surprise. The mouth is also slightly open, reinforcing the expression of astonishment or being taken aback."
MR_0959.jpg,surprise,"surprise, The person appears to have wide-open eyes and slightly raised eyebrows, which commonly indicate surprise."
MR_1669.jpg,surprise,"surprise, The person appears to have raised eyebrows and widely opened eyes, which are typical indicators of surprise. The open mouth further supports the interpretation of an expression of surprise."
MR_2450.jpg,neutral,"neutral, The person's facial expression exhibits a relatively calm and composed demeanor without strong indications of any specific emotion, such as happiness, sadness, or anger. The eyes are relaxed, and the mouth is closed without any distinct tension, conveying a neutral emotional state."
MR_2767.jpg,neutral,"neutral, The person's expression does not show strong signs of any intense emotions such as happiness, sadness, anger, or fear. Their face appears calm and relaxed with no exaggerated features that typically characterize strong emotions."
MS_0004.jpg,neutral,"Neutral, The person shows no clear indications of strong emotions such as joy, anger, or sadness. The facial expression is composed, with relaxed eyebrows and a slight close of the lips, which typically corresponds to a neutral, calm state."
MS_0104.jpg,neutral,"neutral, The person's facial expression lacks distinct features of strong emotions such as anger, surprise, disgust, joy, fear, or sadness. Her mouth is relaxed and her eyes are open without significant widening or squinting, suggesting a neutral emotional state."
MS_0226.jpg,surprise,"surprise, The person's eyes are wide and mouth is slightly open, which are common indicators of surprise."
MS_0291.jpg,joy,"joy, The person appears to be smiling broadly with their eyes slightly crinkled, which typically signifies happiness or joy. The expression seems genuine and positive."
MS_0431.jpg,surprise,"surprise, The person appears to have wide open eyes and slightly parted lips, which are common indicators of surprise. Her eyebrows are raised, and her overall facial expression conveys an unexpected reaction to something, aligning with the characteristics of surprise."
MS_0627.jpg,neutral,"neutral, The person's facial expression does not exhibit strong indications of emotions like anger, joy, sadness, or surprise. The features are relaxed, and the eyes and mouth do not show any particular emotional intensity, which suggests a neutral state."
MS_0695.jpg,neutral,"neutral, The person in the image has a relaxed facial expression with no strong indicators of intense emotions. The eyes and mouth are calm, and the overall expression does not suggest happiness, sadness, disgust, surprise, anger, or fear."
OG_6108.jpg,neutral,"neutral, The person's facial expressions appear calm and composed, with no significant indicators of strong emotions such as raised eyebrows, frowning, or smiling, which suggest neutrality in their emotional state."
OG_6189.jpg,joy,"joy, The person appears to have a big smile, evident by the raised corners of their mouth and visible teeth. Her eyes seem slightly crinkled, commonly associated with genuine smiles, suggesting a feeling of happiness or amusement."
OG_6390.jpg,joy,"joy, The person's facial expression includes a broad smile, slightly squinted eyes, and raised cheeks, which typically signify happiness or joy."
OG_6484.jpg,neutral,"neutral, The person's facial expression appears calm, and there are no strong indicators of any specific emotions such as joy, sadness, anger, disgust, surprise, or fear. The eyebrows are relaxed and the eyes are steady, which typically reflects a neutral state."
OG_6566.jpg,neutral,"neutral, The person's facial expression does not strongly indicate emotions such as happiness, sadness, anger, fear, surprise, or disgust. The features appear relaxed and there are no significant markers of other emotions, such as raised eyebrows or a frown, which support a neutral expression."
OG_7620.jpg,neutral,"neutral, The person's facial expression does not display prominent features of emotional expressions such as joy, anger, or sadness. The slight frown of the mouth and wide-open eyes do not particularly indicate any intense or specific emotion, fitting more under a neutral or ambiguous category."
OG_7702.jpg,surprise,"surprise, The person has wide eyes and a slightly open mouth, which are common indicators of surprise. The eyebrows are raised, and the overall facial expression aligns with a typical reaction of being startled or taken aback."
PA_0006.jpg,neutral,"neutral, The person has a relaxed facial expression with no strong indicators of any intense emotions. His eyes and mouth are calm, and his brows are not furrowed, which is typically associated with a neutral emotional state."
PA_0112.jpg,joy,"joy, The person appears to have a wide smile with exposed teeth and relaxed eyes, typical indicators of happiness or joy. The overall facial expression conveys a sense of pleasure or amusement."
PA_0394.jpg,joy,"joy, The person is smiling broadly, with slightly squinted eyes, which often indicates happiness or amusement. The overall facial expression suggests a joyful or cheerful state."
